timestamp,count,uniques
2023-05-06T00:00:00Z,6,4
2023-05-07T00:00:00Z,4,3
2023-05-08T00:00:00Z,49,15
2023-05-09T00:00:00Z,59,12
2023-05-10T00:00:00Z,48,16
2023-05-11T00:00:00Z,29,9
2023-05-12T00:00:00Z,12,10
2023-05-13T00:00:00Z,57,5
2023-05-14T00:00:00Z,8,5
2023-05-15T00:00:00Z,52,12
2023-05-16T00:00:00Z,30,9
2023-05-17T00:00:00Z,138,13
2023-05-18T00:00:00Z,57,11
2023-05-19T00:00:00Z,24,7
