timestamp,count,uniques
2025-03-20T00:00:00Z,38,16
2025-03-21T00:00:00Z,47,21
2025-03-22T00:00:00Z,12,5
2025-03-23T00:00:00Z,15,10
2025-03-24T00:00:00Z,68,14
2025-03-25T00:00:00Z,89,22
2025-03-26T00:00:00Z,96,26
2025-03-27T00:00:00Z,64,26
2025-03-28T00:00:00Z,108,16
2025-03-29T00:00:00Z,89,28
2025-03-30T00:00:00Z,30,10
2025-03-31T00:00:00Z,131,19
2025-04-01T00:00:00Z,48,21
2025-04-02T00:00:00Z,43,18
2025-04-03T00:00:00Z,2,2
