timestamp,count,uniques
2024-10-02T00:00:00Z,15,1
2024-10-03T00:00:00Z,12,4
2024-10-04T00:00:00Z,25,4
2024-10-06T00:00:00Z,9,1
2024-10-07T00:00:00Z,14,4
2024-10-08T00:00:00Z,9,3
