timestamp,count,uniques
2023-11-07T00:00:00Z,2,2
2023-11-08T00:00:00Z,28,3
2023-11-09T00:00:00Z,4,3
2023-11-10T00:00:00Z,39,6
2023-11-12T00:00:00Z,4,1
2023-11-13T00:00:00Z,6,2
2023-11-14T00:00:00Z,1,1
2023-11-15T00:00:00Z,30,3
2023-11-16T00:00:00Z,18,4
2023-11-17T00:00:00Z,34,2
2023-11-18T00:00:00Z,13,2
2023-11-19T00:00:00Z,2,1
2023-11-20T00:00:00Z,1,1
