timestamp,count,uniques
2023-07-18T00:00:00Z,2,1
2023-07-19T00:00:00Z,2,1
2023-07-23T00:00:00Z,4,1
2023-07-24T00:00:00Z,1,1
2023-07-30T00:00:00Z,1,1
