timestamp,count,uniques
2024-06-25T00:00:00Z,13,5
2024-06-27T00:00:00Z,41,6
2024-06-28T00:00:00Z,7,1
2024-06-30T00:00:00Z,21,4
2024-07-02T00:00:00Z,9,2
2024-07-05T00:00:00Z,42,5
2024-07-06T00:00:00Z,6,1
2024-07-07T00:00:00Z,9,1
2024-07-08T00:00:00Z,12,2
