timestamp,count,uniques
2025-08-26T00:00:00Z,1,1
2025-08-27T00:00:00Z,1,1
2025-08-28T00:00:00Z,1,1
2025-08-29T00:00:00Z,4,2
2025-09-02T00:00:00Z,1,1
2025-09-03T00:00:00Z,1,1
2025-09-04T00:00:00Z,2,1
2025-09-05T00:00:00Z,1,1
